id,Description,qa_note
gurdwara-patshahi-chhevin-hadiara-lahore,"Gurdwara Patshahi Chhevin at Hadiara, a village of the Lahore District lying off the Lahore–Ghawindi (formerly Lahore–Patti) road near the Bambawali–Ravi–Bedian (BRB) canal, commemorates a visit by Guru Hargobind, the sixth Guru (*Chhevin Patshahi*). By tradition the Guru — *Miri–Piri da Malik*, ""master of the temporal and the spiritual"" — came to Hadiara with a body of Sikhs around 1620 and stayed overnight to bless the local *sangat*. Before Partition the gurdwara held a large annual fair at *Maghi*, and in the days of the Sikh Empire it is said to have been endowed with some hundred acres of land; it was administered by the Shiromani Gurdwara Parbandhak Committee until 1947. After Partition the shrine fell empty and was for a time occupied by refugees; during the 1965 war soldiers of the Indian Army's Sikh Regiment, reaching the border village, are reported to have repaired its shell-damaged dome and raised a *Nishan Sahib* upon it. The building, the tallest in Hadiara, survives with notable interior murals depicting episodes of Sikh history, including the Battle of Kartarpur of 1635. It should not be confused with the Gurdwara Chhevin Patshahi at Chitti Gatti near Mansehra (a separate entry in this dataset), which commemorates the same Guru at a different place. This account is corroborated by Iqbal Qaiser's on-the-ground survey of Sikh shrines in Pakistan, which independently confirms Guru Hargobind's visit ""in recognition of the affection of the Sikh Sangat,"" describes the gurdwara as ""the tallest building of the village,"" and records that by the time of his survey it was occupied specifically by refugees from Amritsar.

## Bibliography
- Iqbal Qaiser, *Historical Sikh Shrines in Pakistan* (Lahore: Punjabi History Board, 1998), p. 283–284.","Non-conflation warning: widely-reported press coverage of a Lahore-district gurdwara ""reopened after 79 years"" in July 2026 (Tribune India, 11 July 2026, ""Historic gurdwara linked to Guru Hargobind reopens in Lahore after 79 years"") concerns a different site — Gurdwara Patshahi Chhevin at Amar Sidhu, on the Lahore–Kasur road, rebuilt in 1923 through the efforts of Bhai Mohan Singh Akali (Nihang) — not this Hadiara gurdwara. Iqbal Qaiser's *Historical Sikh Shrines in Pakistan* (1998) lists Amar Sadhu/Amar Sidhu as a distinct entry immediately following its Hadiara entry, and the Wikipedia article specific to this Hadiara gurdwara (matching the sheet's coordinates) makes no mention of any 2026 reopening. This addition rests on a single independently-verified source (Qaiser) and has not yet been corroborated by a second source."
gurdwara-pehli-patshahi-jind-pir-sukkur,"Gurdwara Pehli Patshahi, popularly called Jind Pir, stands on the Sukkur side of the great bridge that carries the Lahore–Karachi railway across the Indus between Sukkur and Rohri. By tradition it marks a spot graced by Guru Nanak, the first Guru (*Pehli Patshahi*), during his third journey (*udasi*) through Sindh; it was from here, the tradition holds, that he crossed to the river islet later famous as Sadh Belo (a separate entry in this dataset). Its first custodian is said to have been an Udasi *sadhu* of the Jhulelal devotion, and the shrine passed into the keeping of the Nanakpanthi community of Sindh — Hindus and Sikhs together — who honour Guru Nanak without a firm confessional boundary. Within, the *Guru Granth Sahib* is installed and its *prakash* performed, while images are also venerated, and a lamp said to have been kindled by the Guru himself is kept burning day and night, before which pilgrims bow. The gurdwara is thus a characteristic monument of Sindh's syncretic Nanakpanthi tradition, distinct both from the island temple of Sadh Belo and from the other Sikh sites of the Sukkur–Rohri conurbation. Much of its detailed history survives only in oral and community tradition. Independent, gazetteer-derived scholarship attests that the name ""Zinda Pir"" (or ""Jinda Pir"") also belongs to an older riverine shrine at Sukkur, at which Hindus and Muslims worshipped jointly until the late nineteenth century, when — per the 1919 Gazetteer of Sindh — the Hindu congregation ""abandoned their claim and set up a shrine of their own to Jinda Pir on the Sukkur bank""; whether that shrine and this Sikh gurdwara are the same structure, two structures sharing one name, or otherwise related is not established by any source consulted, and neither account confirms the other.

## Bibliography
- Iqbal Qaiser, *Historical Sikh Shrines in Pakistan* (Lahore: Punjabi History Board, 1998), p. 120.
- Alice Albinia, ""Life Around The Indus: Tracing River Worship In Sindh,"" *Outlook Traveller*, 30 September 2014.","Open question, not resolved: Iqbal Qaiser's *Historical Sikh Shrines in Pakistan* places this gurdwara (""Gurdwara Pehli Patshahi, Jind Pir"") on the Sukkur side of the bridge, in Nanakpanthi Hindu keeping. Alice Albinia's account (via the 1874 and 1919 Gazetteers of Sindh, in *Outlook Traveller*, 2014) independently describes a similarly-named ""Zinda Pir""/""Jinda Pir"" shrine on an Indus islet at Sukkur, historically shared by Hindus and Muslims, with the Hindu congregation later founding a shrine of their own on the Sukkur bank — geographically consistent with where Qaiser places the gurdwara, but Albinia's account makes no mention of Sikhs, Guru Nanak, or a gurdwara at all. Whether the two sources describe the same physical site is unresolved and reported here rather than decided. This addition rests on a single independently-verified source for the gurdwara itself (Qaiser) and has not yet been corroborated by a second source that confirms the Sikh gurdwara specifically."
gurdwara-sahib-saidpur-guru-nanak-dev-ji,"The Sikh gurdwara at Saidpur Village stands at the foot of the Margalla Hills on the northern edge of Islamabad, within the historic multi-faith village that also preserves a Hindu temple complex (the Ram Kund mandirs). Saidpur is an old settlement — traditionally traced to the early sixteenth century and named after Sultan Said Khan, a chief of the Pothohar region — that served in Mughal times as a garden resort watered by its perennial springs, and that long sheltered a mingled population of Hindus, Sikhs, and Muslims. The gurdwara was built by the Sikh community in the early twentieth century and is remembered as having housed a school dedicated to the teachings of Guru Nanak, the founder of the Sikh faith. It remained active until the Partition of 1947, after which, the Sikh congregation having departed, the building was repurposed — for a time as a girls' school — before being closed in the mid-2000s when Saidpur was developed as a cultural-heritage and tourist village by the Capital Development Authority. Standing beside the temples and close to an old mosque, the disused gurdwara is today valued chiefly as a monument to the religious plurality of pre-Partition Saidpur, a small but eloquent survival of the shared life of the Pothohar. This is the Saidpur Village of Islamabad's Margalla Hills — confirmed against the sheet's coordinates, which match this dataset's separate Ram Mandir, Saidpur entry — and is not to be confused with the historical Saidpur that is an alternate name for Eminabad in Gujranwala District, a distinct place described in other Sikh-shrine literature. Press coverage describes the gurdwara's construction only as ""probably"" twentieth-century, without a firmer date, and notes its bright yellow domes standing beside the temple complex, with the attached schoolroom serving as a base for teaching the philosophy of Guru Nanak.

## Bibliography
- The Express Tribune (APP), ""Antiquity of Saidpur Village lures tourists,"" 28 December 2020.
- Aamir Saeed, ""In Pakistani capital, a centuries-old temple where Hindus are not allowed to pray,"" Arab News PK, 7 July 2020 (updated 8 July 2020).","Neither of the two independent press sources verified for this entry — The Express Tribune (2020) and Arab News PK (2020) — ties Guru Nanak personally to this gurdwara; both describe it only as built ""probably"" in the twentieth century by the Sikh community, with an attached school dedicated to Guru Nanak's teachings, and neither gives a specific founding year or builder. The dedication implied by this entry's name (""Guru Nanak Dev Ji"") is therefore reported as unsubstantiated by the sources found, not resolved. This addition also confirms the entry's location as Saidpur Village, Islamabad (33.7425, 73.0671) — the same coordinates as this dataset's Ram Mandir, Saidpur entry — and not the historical Saidpur that is an alternate name for Eminabad, Gujranwala District, referenced in Sikh-shrine literature such as Iqbal Qaiser's survey; the two should not be conflated. This entry's verdict is PARTIAL: while the two press sources corroborate each other on the gurdwara's existence and rough dating, they leave the Guru Nanak connection and the precise founding date unverified."
gurdwara-sri-tilganji-sahib,"Gurdwara Sri Tilganji Sahib stands on Masjid Road in the heart of Quetta, the capital of Balochistan. By Sikh tradition the site marks a visit by Guru Nanak, the first Guru, during one of his great journeys, or udasis: it is said that the Guru honoured the assembled sangat by distributing til — sesame seeds — as parshad, the sanctified offering, and that from this the shrine took its name, Tilganji deriving from til (sesame) and ganj (treasury or store). The gurdwara is a substantial domed building whose main gateway is said to resemble that of a mosque; within its precincts, in a pattern common to many gurdwaras in Pakistan after 1947, a government school — the Government Sandeman School — has long functioned, occupying land belonging to the shrine. Quetta was almost entirely destroyed in the catastrophic earthquake of 1935, so that the present fabric of the building, like much of the city, is unlikely to be of great antiquity, even if the sanctity of the site is older. The gurdwara is one of the principal Sikh shrines of the city and is to be distinguished from the Gurdwara Singh Sabha of Quetta, recorded separately in this dataset. Iqbal Qaiser's 1998 survey of Sikh shrines in Pakistan records that, in addition to the Sandeman School already functioning within the shrine's precincts, a new government school building had by then been constructed on vacant land belonging to the gurdwara, and that the Sangat of Quetta had filed suit in the lower courts seeking to recover possession of the property.

## Bibliography
- Iqbal Qaiser, *Historical Sikh Shrines in Pakistan* (Lahore: Punjabi History Board, 1998), p. 134.","coordinates approximate (central Quetta, Masjid Road area); distinct from row 88 Gurdwara Singh Sabha. Founding predates the 1935 earthquake; structural age hedged accordingly.

This addition rests on a single independently-verified source (Iqbal Qaiser's 1998 survey) and has not yet been corroborated by a second independent source; no other citable account of the Sandeman School dispute or the gurdwara's legal status was located in this research pass. The source consulted here neither confirms nor contradicts the sheet's year_built/year_built_note (circa 1940, rebuilt after the 1935 Quetta earthquake), which remains unverified against the record found."
jain-mandir-lahore,"On Lytton Road in Old Anarkali, directly opposite the Anarkali station of the Orange Line Metro Train, stands the Jain Mandir, one of the last physical reminders of Lahore's once-substantial Jain community. Built around 1940 to serve the city's Bhabra Jain merchant families — Punjab having historically been home to a significant Jain trading population — the temple follows a shikhara-style form typical of North Indian Jain architecture and was dedicated to the veneration of the Tirthankaras, the enlightened teacher-figures central to Jain belief and practice. Like much of Lahore's pre-Partition religious minority heritage, the temple fell into disuse after 1947, when the great majority of the city's Jain and Hindu population departed for India. Its most severe blow came in 1992, when it was heavily vandalised in retaliation for the demolition of the Babri Masjid in Ayodhya, India, leaving the building damaged and effectively abandoned for three decades. The turning point came in December 2021, when Pakistan's Supreme Court ordered its restoration, leading to an eight-month conservation effort. The temple reopened in June 2022, allowing religious use to resume after a hiatus of roughly thirty years — an unusual and widely reported instance in Pakistan of an active return to worship, rather than mere heritage preservation, at a minority religious site. Though Jainism has only a residual presence in contemporary Pakistan, the temple's revival has been framed in Pakistani and international press as a significant, if modest, gesture of religious pluralism, and the building today stands as a rare functioning Jain place of worship anywhere in the country, embedded within the dense, historically layered streetscape of Old Anarkali. Independent, established-press reporting adds further precision to this account: Dawn's Sheharyar Rizwan reports that the temple was ""constructed by a woman with her own resources in 1940,"" though her name is not recorded in the surviving coverage, and that after the 1992 attack ""the temple's canopy was the only piece of the original structure that survived""; its ruins then lay neglected for over two decades until, in 2016, the remaining site was enclosed behind a boundary wall and the land given away to the Orange Line Metro Train project. The Supreme Court's restoration order, issued in December 2021 by then Chief Justice Gulzar Ahmed, came a day before the nineteenth anniversary of the Babri Masjid's demolition and was reported by the Express Tribune to run alongside a parallel restoration case for Lahore's Neela Gumbad (Blue Tomb); of at least a dozen Jain temples once standing in the city, per Youlin Magazine, this is the sole survivor, and it is not listed among the Punjab Archaeology Department's own ""Religious Monuments.""

## Bibliography
- Sheharyar Rizwan, ""Under-reconstruction Jain Mandir in Lahore all set to reopen,"" *Dawn*, 1 April 2022.
- ""Pakistan set to reopen Lahore's famous Jain temple,"" *The Express Tribune*, 5 December 2021.
- Muhammad Asif Nawaz, ""Story of the Jain Mandir,"" *Youlin Magazine*, 20 July 2022.","Sources disagree slightly on the exact construction period: Dawn (1 April 2022) states the temple was built specifically ""in 1940,"" while Youlin Magazine (20 July 2022) hedges that ""it is safe to assume it came about in late 1930s or early 1940s""; neither source names the woman credited with funding its construction, and this is reported rather than resolved. Separately, Dawn's April 2022 report quotes ETPB's Faraz Abbas estimating restoration completion ""in just over a month"" (around May 2022) with ""over 70pc"" of work then done; no source verified in this research pass confirms whether that timeline held, so the June 2022 reopening date given elsewhere in this entry is not independently reconfirmed here."
kalat-kali-temple,"## Overview

In the Shahi Bazaar of Kalat — the ancient hill-town of central Balochistan that was for centuries the seat of the Khanate of Kalat — stands a Hindu temple dedicated to the goddess Kali. Local tradition holds the shrine to be of great antiquity, with some accounts tracing its origins to the pre-Islamic Sewa dynasty period and claiming an age of some 1,500 years; no dated inscription or independent historical record has been located to confirm so early a founding, and the claim is best treated as devotional tradition rather than settled fact.

## A Living Shrine in a Historic Bazaar

The temple's presence within the working fabric of Kalat's old bazaar reflects a resident Hindu trading community that has occupied the town's commercial life alongside its Baloch and Brahui neighbours, a pattern of minority presence in Balochistan's interior towns that predates the modern state and has persisted, in much reduced form, into the present.

## Festival and Pilgrimage

The temple's clearest claim to wider recognition is its annual three-day Kali festival, held each January, which draws Hindu pilgrims from across Pakistan and, on occasion, from India — a notable instance of cross-border devotional travel to a small provincial shrine.

Independent confirmation of the temple's antiquity comes from the colonial-era *Ethnographic Survey of Baluchistan* (1913), which records the Kalat shrine as ""probably the oldest place of Hindu worship"" in the region and describes a perpetual lamp, or *jōt*, kept burning day and night, its oil historically supplied by the state itself. Press coverage of the temple's 2023 festival reports that it houses the second-largest Kali statue in Asia, and a 2017 profile found its rites then led by a young priest, Maharaj Sain Shamgir, before a congregation of about 35 worshippers, with Kalat city's own Hindu population put at some 200 households — of an estimated 100 families who had migrated elsewhere, roughly 80 were reported to have since returned. That same 2017 account also recorded a local priest's tradition that the city of Kalat itself takes its name from a Hindu ruler he called ""Kalat Seva"" — a separate oral tradition, distinct from the Sewa-dynasty founding narrative above, and not independently corroborated.

## Bibliography

- Wikipedia, ""Kali Temple, Kalat.""
- Local and regional press coverage of the annual Kalat Kali festival.
- Denys Bray, *Ethnographic Survey of Baluchistan*, Vol. 2 (Bombay: The Times Press, 1913).
- Muhammad Akbar Notezai, ""Footprints: Descendants of Royalty,"" *Dawn*, 15 October 2017.
- ""Three-day annual festival starts at Kalat's Kali Mandir,"" Associated Press of Pakistan, *The Express Tribune*, 24 January 2023.","The addition above draws on a colonial-era ethnographic survey (Bray, 1913) and established press coverage (Dawn, 2017; The Express Tribune, 2023), but the underlying research pass is rated PARTIAL: the founding-date and dynasty claims already carried in this Description (the Sewa-dynasty origin and 1,500-year age, above) remain unconfirmed against any source that could be directly fetched, and are retained here only as devotional tradition. The newly-added claim that ""Kalat"" derives from a Hindu ruler called ""Kalat Seva"" rests on a single 2017 press interview with a local priest and has not been cross-checked against Bray or any other source — it should be read as a second, likewise unresolved, naming tradition, not as confirmed history."
khatwari-darbar-shikarpur,"The Khatwari Darbar is among the most celebrated of the historic Sikh and Nanakpanthi shrines of Shikarpur, the north-Sindh town once known as the ""Paris of Sindh"" for the wealth of its merchant houses. It is traditionally held to have been founded by Bhai Gurdas Singh — also remembered by the name Kanhiya Lal — a disciple of Guru Gobind Singh who, after the Guru's death in 1708, is said to have travelled to Sindh and preached the Sikh teaching at Shikarpur. He is remembered as delivering his sermons seated upon a *khat* (a rope cot), from which the darbar took its name, ""Khatwari"". The building most likely dates to the second quarter of the eighteenth century and is one of the finest structures in the town: a two-storey *haveli*-style darbar noted for its fresco paintings and intricate woodwork, decoration rarely matched elsewhere in upper Sindh. Images of the ten Sikh Gurus adorn its walls, and three doorways open onto the main hall, where the *Guru Granth Sahib* is installed. The darbar belongs to the shared Nanakpanthi and *Udasi* devotional world of Sindh, in which Sindhi Hindus and Sikhs venerated the Gurus together. There are in fact three Khatwari Darbars in Shikarpur — the principal one, or Khatwari Dharamshala, in Thekrati Bazar — and the tradition of Bhai Gurdas is also remembered at Shahdadkot and at Gandava in Jhal Magsi.

Local tradition, as recorded by the anthropologist Zulfiqar Ali Kalhoro, adds a specific origin story: Guru Gobind Singh is said to have found Bhai Gurdas serving water to wounded Muslim and Sikh soldiers alike, and instructed him to carry the teaching to Shikarpur. The darbar's hall houses, alongside the *Guru Granth Sahib*, an image of Sri Chand — Guru Nanak's eldest son — and the *Jyot*, or sacred light, of Jhulelal, binding the shrine into Sindh's wider devotional world. The building was originally five storeys and is now reduced to two; its two entrances carry marble images of Durga and of Ganpati flanked by his two wives, and its central door bears ten carved panels of Sikh Gurus and saints, including Baba Sewa Das and Baba Kashi Das. By 2018 its mural paintings were reported in advanced decay and its ornate wooden doors sold off to dealers, and the darbar's once-extensive precinct has shrunk to a few buildings, with its former Vidyalaya now rebuilt as a charity hospital; a branch was also established in Mumbai after Partition. The darbar's continued existence and its housing of the Guru Granth Sahib were independently confirmed in 2013, when it was named among Sindh shrines hit by a wave of reported desecrations.

## Bibliography

- Zulfiqar Ali Kalhoro, ""The Magnificent Khatwari Darbar in Shikarpur,"" *Youlin Magazine*, 6 June 2024.
- Zulfiqar Ali Kalhoro, ""Gurus in Shikarpur,"" *The Friday Times*, 12 January 2018.
- Staff Reporter, ""Desecration of Guru Granth Sahib across Sindh cities slammed,"" *Dawn*, 28 August 2013.","The addition above draws on two articles by the anthropologist Zulfiqar Ali Kalhoro (The Friday Times, 2018; Youlin Magazine, 2024) and an independent 2013 Dawn report confirming the darbar's existence and its housing of the Guru Granth Sahib. Several points remain unresolved across the sources: Kalhoro's own two articles spell the founder's original name differently (""Kanhiya Lal"" in 2024 vs ""Kanya Lal"" in 2018); the 2024 article records an alternative tradition that Bhai Gurdas first preached at Gandava in Balochistan, not Shikarpur; and a Wikipedia passage (not independently verified) describes the darbar as dedicated to Bhai Kanhaiya, the Sewapanthi founder, whose water-carrier story is similar to but distinct from the one told here of Bhai Gurdas — the relationship between the two figures could not be resolved in this research pass. The detailed architectural and biographical material rests substantially on Kalhoro's own scholarship; only the darbar's bare existence and its housing of the Guru Granth Sahib have independent corroboration."
lal-kurti-temple-balmiki-mandir-rawalpindi,"The Lal Kurti Temple — also called the *Balmiki* (Valmiki) Mandir — stands in the historic Lalkurti quarter of Rawalpindi Cantonment, a bazaar district whose name (""red shirt"") recalls the red tunics of the British Indian Army soldiers who once shopped there and gave the old British Infantry Bazaar its popular name. Completed in 1905 in a Mughal-influenced idiom, the temple is dedicated to the sage-poet *Valmik* (Valmiki), revered as author of the *Ramayana* and venerated especially by the Balmiki community. It remained a focal point for local Hindus both before and after the Partition of 1947; while most of the quarter's Hindus left in 1947, a small community stayed on and kept the temple in worship, and its first post-Partition custodian, Kheera Lal, is buried within a side portion of the complex. As of 2025 it is reported to be the only Hindu place of worship still functioning in Lalkurti — a neighbourhood that once held shrines of several faiths — and it is counted as one of the three principal Hindu temples of Rawalpindi district, alongside the Krishna Mandir of Saddar and the Valmiki Swamiji Mandir of Gracy Lines. The temple hosts daily worship and the major festivals of *Diwali*, *Holi* and *Raksha Bandhan*, and its upkeep has been associated with the Pakistan Hindu Balmik Welfare Society and with the few dozen local families who continue to maintain it.

As of 2025, more than 60 Hindus were reported to live in the immediate Lal Kurti locality, within a wider Hindu population of the twin cities estimated at around 6,000. The temple's caretaker, Om Prakash Narain, 80 years old at the time, was also reported to serve as General Secretary of the Pakistan Hindu Balmik Welfare Society and as a member of the District Peace Committee and the Interfaith Harmony Committee. Press coverage is careful to distinguish this temple from a separate, unrelated structure of similar name — the ruined ""Guru Balmik Swamiji's Mandir,"" a triple-storey temple built in 1880 in Rawalpindi's Purana Qila, stripped of its woodwork and now built over with shops — which should not be confused with the active Lal Kurti temple described here.

## Bibliography

- Aamir Yasin, ""British colonial legacy lives on in Rawalpindi's Lal Kurti,"" *Dawn*, 12 May 2025.
- Qaiser Shirazi, ""Century-old Balmik Temple stands test of time,"" *The Express Tribune*, 27 August 2025.
- Qaiser Shirazi, ""Rawalpindi's Hindu heritage fades,"" *The Express Tribune*, 16 December 2025.
- Shiraz Hassan, ""Lal Kurti – an epitome of religious co-existence,"" *Dawn*, 21 August 2014.
- ""Pindi lit up as Hindus celebrate 'Festival of Lights',"" *The Express Tribune*, 1 November 2024.
- Qaiser Shirazi, ""A tale of overlooked places of worship,"" *The Express Tribune*, 23 January 2023.","No conflicts were found among the sources drawn on above. The research file underlying this addition flags a distinct, unrelated site of similar name: a ruined ""Guru Balmik Swamiji's Mandir,"" built 1880 in Rawalpindi's Purana Qila, now stripped and built over with shops (Qaiser Shirazi, *The Express Tribune*, 23 January 2023) — this is a separate structure from the active Lal Kurti/Balmiki temple described in this entry and should not be conflated with it."
loh-temple-lava-temple,"Wedged into the narrow space between the western wall of Lahore Fort and the eastern wall of Hazuri Bagh, close to the Alamgiri Gate, stands one of Lahore's most storied yet architecturally modest religious survivals: the Loh, or Lava, Temple. According to Hindu tradition, Lahore takes its name from Lava (also rendered Luv), twin son of Lord Rama and Sita in the Ramayana, who is said to have founded the city — known in Sanskrit as Lavapuri, the ""City of Lava"" — while his brother Kusha is traditionally credited with founding nearby Kasur. Despite this ancient legendary association, historians including Sir Edward MacLagan date the surviving structure itself to the early nineteenth century, likely built during or shortly after Maharaja Ranjit Singh's conquest of Lahore Fort in 1799, making it a Sikh-period commemorative shrine to an ancient legend rather than an ancient building in its own right. The temple is a simple hexagonal brick structure of interconnected chambers around an inner sanctum, historically topped by a dome that has since been lost; it contains no surviving Ramayana carvings or frescoes, consistent with its comparatively late construction. For much of the twentieth century the temple stood neglected and largely inaccessible within the Fort precincts. Between 2024 and 2026 it underwent careful restoration by the Walled City of Lahore Authority in partnership with the Aga Khan Cultural Service–Pakistan, funded by the United States Ambassadors Fund for Cultural Preservation, alongside related Sikh-era monuments nearby. It reopened to the public on 27 January 2026, drawing renewed attention in both Pakistani and Indian media as a rare, tangible link between Lahore's Hindu mythological heritage and its physical urban fabric, even though it does not currently host regular congregational worship in the manner of Lahore's active mandirs.

Visiting in 2018, a Dawn correspondent found the then-unrestored temple littered with an empty water bottle and marked by graffiti, and noted that neither of the two historians she consulted could say who built the temple, when, what it once housed, or whether it was ever used for worship at all — questions she concluded ""we can only speculate"" about. The Walled City of Lahore Authority, which now manages the site, describes it in its own materials as ""the temple of Raja Loh,"" a cluster of interconnected, open-to-sky chambers housing a memorial shrine, and frames its restoration as part of a wider effort to showcase the Fort's cross-cultural heritage of Sikh and Hindu temples, Mughal mosques, and British-period structures alongside one another.

## Bibliography

- Sufia Zamir, ""Heritage: The Lonely Little Temple,"" *Dawn*, 14 January 2018.
- ""Temple of Loh — a connection between Prince Loh and Lahore,"" Walled City of Lahore Authority, walledcitylahore.gop.pk.
- ""Temple dedicated to Lord Ram's son restored, opens for public in Pakistan's Lahore,"" PTI, *The Tribune* (Chandigarh), 27 January 2026.","Sources disagree on the restoration timeline and are not reconciled here: Dawn (2018) reports the temple then still neglected and litter-strewn; the Walled City of Lahore Authority's own page states the temple ""was conserved by the Walled City of Lahore Authority in 2021""; and a January 2026 wire report (PTI/The Tribune, India) describes a conservation project — undertaken with the Aga Khan Cultural Service — as newly ""completed"" in 2026, while noting the site had earlier undergone only ""partial restoration"" in 2018. These three dates (a 2018 partial restoration, a 2021 conservation per the WCLA's own page, and a 2026 completion per the 2026 report) all appear in sourced material and are reported here without being resolved into a single timeline. Separately, Dawn (2018) explicitly cautions that no source can confirm who built the temple, when, or whether it was ever actually used for worship — a deeper uncertainty than the Sikh-period-construction-vs-legendary-origin framing already given in this Description's main text."
mohra-sharif-khanqah,"Mohra Sharif is a celebrated *khanqah* — a Sufi lodge and spiritual centre — set in a small village in the Murree hills of the Punjab, some distance above Islamabad and Rawalpindi. It is the home of the *Naqshbandi Mujaddidi Qasimiya* order, and takes its name (the ""holy village"") from its sanctity. The centre was established by *Khwaja Muhammad Qasim Sadiq*, born about 1846 (1263 AH), whose forebears are said to have migrated from Iran and settled in the Rawalpindi district. According to the traditions of the order, he journeyed on foot to the shrine of his spiritual guide, *Khwaja Nizamuddin Aulia* of Kahiyan Sharif in the Neelam Valley of Kashmir, and there received *khilafat* with the instruction to settle at Mohra Sharif. He is said to have undertaken a *chilla* — a forty-day retreat of unbroken devotion — and the stone slab on which he sat throughout is preserved at the shrine as a relic (*tabarruk*). On his death the spiritual seat passed to his son Khwaja Pir Muhammad Zahid Khan, remembered as the first *sajjada nashin* (custodian) of Mohra Sharif, and thence down a line of successors. The khanqah remains an active centre of Naqshbandi devotion, drawing pilgrims especially at its annual *urs*, and is counted among the important Sufi shrines of the northern Punjab.

The khanqah's own historical account names the specific line of succession only broadly gestured at above: Khwaja Pir Muhammad Zahid Khan, the founder's third son and first *sajjada nashin*, is recorded as having died on 9 December 1993; he was followed by Hazrat Khawaja Pir Badshah Sahib, who died on 13 August 2008; and then by Pir Auliya Badshah Farooq Sahib as the third *Sajjada Nasheen*. In January 2026, the German Ambassador to Pakistan, Ina Lepel, visited the khanqah — described in press coverage as a ""200-year-old Sufi centre"" — and met with its custodian, named in that report as Pir Mujtaba Farooq Gull; a second report of the same visit notes that she spent considerable time at the khanqah's attached madrassa, observing classes and discussing curriculum with students.

## Bibliography

- ""German envoy visits historic shrine,"" *The Express Tribune*, 8 January 2026.
- ""German Ambassador visits madrassa in Mohra Sharif,"" *Islamabad Post*, 13 January 2026.
- ""Guide to Mohra Sharif,"" mohrasharif.com, accessed 16 August 2026.","This addition rests substantially on a single, non-independent source: the khanqah's own website (mohrasharif.com), for the founder's name, order, and succession details already given in this Description's main text, corroborated only by two January 2026 press reports (The Express Tribune, Islamabad Post) that confirm the shrine's existence, its approximate age (""200-year-old""), and its current custodian, but say nothing about its founding history. This addition has not yet been corroborated by an independent scholarly source and should be read accordingly. Separately, a discrepancy exists across sources on the founder's death year: the khanqah's own site gives ""20th November of 1943,"" while Wikipedia (not independently verifiable here) gives conflicting birth years (1822, 1845, 1846) and death years (1942, 1943) within the same article; this could not be resolved because none of the underlying sources on either side were independently fetchable in this research pass, and is reported here as an open gap rather than a resolved fact."
ram-mandir-saidpur-ram-kund-mandir,"The Ram Mandir at Saidpur — also known as the Ram Kund Mandir — stands in the historic village of Saidpur, set in a fold of the Margalla Hills on the northern edge of Islamabad. A Hindu temple dedicated to *Lord Rama*, it is traditionally dated to the sixteenth century and attributed by some accounts to Raja Man Singh I, the Rajput general of the Mughal emperor Akbar. The site's sanctity is bound to the belief that Rama, with Sita and Lakshmana, passed through this country during the years of exile recounted in the *Ramayana*: the natural springs of the village, fed by the hill streams, were revered as sacred pools, and four of them are traditionally named for Rama, Sita, Lakshmana, and Hanuman. Before Partition, Saidpur was a place of notable interfaith coexistence, home to Muslims, Hindus, and Sikhs together, its skyline holding a mosque, this Hindu temple, and — from the early twentieth century — a Sikh *gurdwara*. After 1947 the temple ceased to function as a place of worship; it was used for a time as a girls' school, and in the 2000s the Capital Development Authority restored Saidpur as a heritage and arts village, conserving the temple's fabric while its idols were removed and its images painted over. The building survives as a protected monument and a popular destination for visitors to Islamabad, though the local Hindu community has not been permitted to resume regular rituals there — a source of continuing appeal by Hindu representatives.

According to *Dawn*'s 2016 reporting, local memory also ties the site to the adjoining Ram Kund pond, where — per the 1893-94 Rawalpindi Gazetteer as cited by that report — an annual fair once drew Hindus from across the district; in 2006 the Capital Development Authority had the by-then-vacated building formally cleared and preserved as a tourist attraction, and visitors have since documented restaurants operating within the complex serving meat dishes, a practice criticised by Hindu commentators as an affront to the site's sanctity. A 2020 report independently corroborated the temple's sixteenth-century dating and confirmed that regular Hindu worship remains barred there.

## Bibliography
- Aamir Yasin, ""'Tourists, restaurants violate sanctity of Saidpur's temple',"" *Dawn*, 9 October 2016.
- Aamir Saeed, ""In Pakistani capital, a centuries-old temple where Hindus are not allowed to pray,"" *Arab News* (Pakistan edition), 7 July 2020.","A widely repeated claim (reported by Dawn, 2016) attributes the annual Ram Kund pond fair to the 1893-94 Rawalpindi Gazetteer; a direct search of that gazetteer's full-text scan on the Internet Archive (accessed 16 August 2026) found no passage mentioning ""Ram Kund,"" ""Ramkund,"" ""Saidpur,"" ""Sayadpur,"" or ""Said Pur"" — only an unrelated mention of chemr trees under ""Saidpur."" This may reflect a different edition or printing of the gazetteer, or a gap in the OCR text, but the specific citation could not be independently verified in this pass and is reported here, not resolved. Separately, the precise founding date is unsettled: Dawn (2016) names Raja Man Singh as builder without giving a year, an unverified, non-independently-fetched source elsewhere gives ""around 1580,"" and Arab News (2020) corroborates only ""sixteenth century"" in general terms. It is also unclear from either fetched source whether ""Ram Kund"" properly names the temple itself or only the adjacent pond, as Dawn (2016) treats them as distinct. Because one of its central sourced claims (the gazetteer citation) could not be verified, this addition is treated as PARTIAL rather than STRONG: the builder attribution, the Rama exile legend, the sixteenth-century dating, and the post-1947 secular reuse are corroborated by two independent established-press sources (Dawn 2016, Arab News 2020), but the gazetteer-sourced fair claim is not yet corroborated and should be treated with caution."
