file_id	title	size_bytes	kind	uploader	language_guess	duplicate_of	already_in_books	already_ocrd	routing	note	saved_as	downloaded_bytes	sha256	drive_created
1QCHhPdv7ESVf1HB-UXO8_G5p8OYjYnRP	KHALID, HAROON - A WHITE TRAIL_A JOURNEY INTO THE HEART OF PAKISTAN'S RELIGIOUS MINORITIES (2013, Westland Ltd) - libgen.li - Adil Ahsan.pdf	1940070	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng	Shares a name token with finished book(s): 01_00529_Tazkirah-Awliya-e-Pakistan_1; 02_00530_Tazkirah-Awliya-e-Pakistan_2 — verified not the same work only where the note above says so.	books/incoming-2026-09-11/11_KHALID-HAROON-A-WHITE-TRAIL_A-JOURNEY-IN.pdf	1940070	224d91753f8ad841c305b873c0a67be6b4ea88851d7fa3f04c8b794b083270db	2026-08-09T15:36:36.640Z
17W9pXJOz_xnN3cBV2EpjYwsjADkMoQ7O	Haroon Khalid - Walking with Nanak (2016, Tranquebar Press) - libgen.li - Adil Ahsan.pdf	146236729	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng	Large for a born-digital PDF — probably page images; expect the pdftotext probe to fail and Tesseract (eng) to take it.	books/incoming-2026-09-11/12_Haroon-Khalid-Walking-with-Nanak-2016-Tr.pdf	146236729	bce050b4c93b15be7163534d51af283c098bf45a25cfb71b558f4a9058895004	2026-08-09T15:38:03.445Z
190a-yVMivfCACExriGuVKC9xXjJf1dpA	Harish Dhillon - Janamsakhis - Ageless Stories, Timeless Values (2015, Hay House Publishers) - libgen.li - Adil Ahsan.pdf	26149590	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng		books/incoming-2026-09-11/13_Harish-Dhillon-Janamsakhis-Ageless-Stori.pdf	26149590	c1d890414bd117476272fa7032968789f844833398fce2cf57577b0a5bed0508	2026-08-09T15:38:04.453Z
1Wr2qwGyzxDaYbqAEtAHtmf0uyNrQYqb2	Schaflechner, Jurgen_ - Hinglaj Devi (2017, Oxford University Press USA - OSO) - libgen.li - Adil Ahsan.pdf	6515343	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng		books/incoming-2026-09-11/14_Schaflechner-Jurgen_-Hinglaj-Devi-2017-O.pdf	6515343	ec063d123d29ea8c0caf038a94527601b56984ef04f787972d2db0d3682fab69	2026-08-09T15:38:05.571Z
1mozUcRAuvsWx0rgC_uCsx__lrIXnSlQn	Haroon Khalid - In Search of Shiva_ A Study of Folk Religious Practices in Pakistan (2015, Rupa Publications) - libgen.li - Adil Ahsan.epub	318481	epub	Adil Ahsan	English (EPUB, born-digital)		no	no	tools/extract_epub_text.py (no OCR; EPUB text is already text)	Shares a name token with finished book(s): 01_00529_Tazkirah-Awliya-e-Pakistan_1; 02_00530_Tazkirah-Awliya-e-Pakistan_2 — verified not the same work only where the note above says so.	books/incoming-2026-09-11/15_Haroon-Khalid-In-Search-of-Shiva_-A-Stud.epub	318481	f776971167fc831054d715eabf06fb3f1e00889039392e5ebc2ca7dd3f298c3d	2026-08-09T15:38:07.009Z
1MW2mcyWAPyueeH5HKKrc2frElrBOCle9	00523_Tazkirah-Awliya-e-Pak-o-Hind - saifullah imtiaz.pdf	48468612	pdf	Saifullah Imtiaz	Urdu (scan)		no	no	UTRNet	NOT the same work as the finished 01_00529/02_00530 'Tazkirah-Awliya-e-Pakistan' volumes — different title, different archive number (00523). Shares a name token with finished book(s): 01_00529_Tazkirah-Awliya-e-Pakistan_1; 02_00530_Tazkirah-Awliya-e-Pakistan_2 — verified not the same work only where the note above says so.	books/incoming-2026-09-11/16_00523_Tazkirah-Awliya-e-Pak-o-Hind-saifu.pdf	48468612	0a659fad2b21b3392a2e85f3d690e542bfbbf7391943d998fc96b5b4c70e93d2	2026-08-12T19:11:25.659Z
1DwDz3lGMZ5zVEYkTNGHIs9Ns7HlqRyFh	Qatra Qatra Qulzam By Wasif Ali Wasif UrduShairi.com - Saifullah Imtiaz.pdf	13187219	pdf	Saifullah Imtiaz	Urdu print (scan)		no	no	UTRNet	Wasif Ali Wasif has a shrine page in the archive (slug wasif-ali-wasif).	books/incoming-2026-09-11/17_Qatra-Qatra-Qulzam-By-Wasif-Ali-Wasif-Ur.pdf	13187219	50bde8bc138c965198a80367198083a7019aab716e9c8d7092b1413678d45745	2026-08-12T20:01:38.316Z
1IACyGbj108LpeuI69GWEPtYuYaLEEBmO	Urdu- Wasifyat واصفیات #- By Wasif Ali Wasif Non Shia Scholar - Saifullah Imtiaz.pdf	9582676	pdf	Saifullah Imtiaz	Urdu print (scan)		no	no	UTRNet	Wasif Ali Wasif has a shrine page in the archive (slug wasif-ali-wasif).	books/incoming-2026-09-11/18_Urdu-Wasifyat-By-Wasif-Ali-Wasif-Non-Shi.pdf	9582676	2b8bff304d3aded0d9ccbf99ee430e55d976b8c333dec3fee70bafe474a54978	2026-08-12T20:01:39.861Z
1QNgSjMpj_IVU-1oUJKamdVLqRo9m9riJ	Dil Darya Samunder By Wasif Ali Wasif - Saifullah Imtiaz.pdf	18947212	pdf	Saifullah Imtiaz	Urdu print (scan)		no	no	UTRNet	Wasif Ali Wasif has a shrine page in the archive (slug wasif-ali-wasif).	books/incoming-2026-09-11/19_Dil-Darya-Samunder-By-Wasif-Ali-Wasif-Sa.pdf	18947212	3fe6d67716bf44933d5ae4cbe46d4f419f8a8a71e6145f3090f214e5f33b427f	2026-08-12T20:01:42.039Z
1IB2Ht1NWr7fgvLI_D8oASLlBnuXa4vCD	Kiran Kiran Sooraj By Wasif Ali Wasif - Saifullah Imtiaz.pdf	7970590	pdf	Saifullah Imtiaz	Urdu print (scan)		no	no	UTRNet	Wasif Ali Wasif has a shrine page in the archive (slug wasif-ali-wasif).	books/incoming-2026-09-11/20_Kiran-Kiran-Sooraj-By-Wasif-Ali-Wasif-Sa.pdf	7970590	7846853623e87783c26015445ba5bb36b7cd4930fc7025323595ba6c9f7da813	2026-08-12T20:01:43.650Z
1S8x6w5VZDii20AP2wH_qxzuG9vtPJHrq	2015.315235.Tahqiqaat-Chishti - saifullah imtiaz.pdf	49185299	pdf	Saifullah Imtiaz	Urdu (scan)		no	no	UTRNet		books/incoming-2026-09-11/21_2015.315235.Tahqiqaat-Chishti-saifullah.pdf	49185299	986316a6c87a772da22eb0872d079a62f249fb8f7cb9521714588273172b6b00	2026-08-12T20:02:01.114Z
1LTUSOKbpfNmAUyQbyXAWal2qdwMRMmlO	2015.398396.Tareeq-Lahore - saifullah imtiaz.pdf	70388397	pdf	Saifullah Imtiaz	Urdu (scan)		no	no	UTRNet	2015.398396 is a Digital Library of India id. Possibly the same work as the 'Tarikh-e-Lahore (1884)' link added to books/links.txt on 2026-08-09 (id 1JXAGvxVyJKqrpYFwDUET4x288bpKjW9z, 67.1 MB) — different file, different size; not asserted.	books/incoming-2026-09-11/22_2015.398396.Tareeq-Lahore-saifullah-imti.pdf	70388397	b8b36955a9f8ecba410e1b422b071bac073f575997c6aead7c49647753e99bb4	2026-08-12T20:02:02.771Z
1dJskYqvmOFng1bh-luO3RnWvw_L0SzcR	00396_HADEEQAT-UL-AULIA-ur - saifullah imtiaz.pdf	55958523	pdf	Saifullah Imtiaz	Urdu (scan)		no	no	UTRNet		books/incoming-2026-09-11/23_00396_HADEEQAT-UL-AULIA-ur-saifullah-imt.pdf	55958523	184c27424008596e5c1db12705fcc47992814b519fed0d4f0e4c9faccad94379	2026-08-12T20:02:04.678Z
1iiL-LQgfele-gP8OLjP5mxZoCU6PIaXf	00523_Tazkirah-Awliya-e-Pak-o-Hind - saifullah imtiaz.pdf	48468612	pdf	Saifullah Imtiaz	Urdu (scan)	1MW2mcyWAPyueeH5HKKrc2frElrBOCle9	no	no	UTRNet	NOT the same work as the finished 01_00529/02_00530 'Tazkirah-Awliya-e-Pakistan' volumes — different title, different archive number (00523). Shares a name token with finished book(s): 01_00529_Tazkirah-Awliya-e-Pakistan_1; 02_00530_Tazkirah-Awliya-e-Pakistan_2 — verified not the same work only where the note above says so. Same byte size and title as an earlier upload — duplicate; download the earlier id only.				2026-08-12T20:02:06.309Z
1lzc-u8OUKl8Eu0gNVAi1RMJDXr4Qt0y1	2015.315235.Tahqiqaat-Chishti - saifullah imtiaz.pdf	49185299	pdf	Saifullah Imtiaz	Urdu (scan)	1S8x6w5VZDii20AP2wH_qxzuG9vtPJHrq	no	no	UTRNet	Same byte size and title as an earlier upload — duplicate; download the earlier id only.				2026-08-13T11:48:00.619Z
13hdNjxoScg14Hmq7KvBHXDXpWYp9wjit	Khulasat Ut Tawarikh - saifullah imtiaz.pdf	55014513	pdf	Saifullah Imtiaz	Persian chronicle, or its Urdu translation — open page 1 before trusting either		no	no	UTRNet		books/incoming-2026-09-11/24_Khulasat-Ut-Tawarikh-saifullah-imtiaz.pdf	55014513	3a16a63a4224ef8e41d85c7b42d856f10668f7b74db0e0b1d78c3adecfccb29b	2026-08-13T11:48:01.837Z
1SVMG7jvddqPS023S7ZKC9p6cOgpMm3Eh	revisedtranslati00nizauoft - saifullah imtiaz.pdf	16426440	pdf	Saifullah Imtiaz	English print		no	no	english	Resolved 12 Sep 2026 from archive.org metadata: E. G. Browne, Revised translation of the Chahar Maqala of Nizami Arudi (Gibb Memorial / Luzac, 1921), English — routed to the english folder	books/incoming-2026-09-11/25_revisedtranslati00nizauoft-saifullah-imt.pdf	16426440	c9d4f4326ddfc53a431f1aa22af60e2ca0d63c5d7c28e7c1a0423acb25b2dda2	2026-08-13T11:48:03.097Z
1In1VRutqcMUMNzfhNUv_txgwb6_iQ7li	Masnavi_01 - saifullah imtiaz.pdf	79684588	pdf	Saifullah Imtiaz	Persian (Rumi's Masnavi) — scan; an Urdu translation may be interleaved		no	no	UTRNet (Persian Naskh transcribed near-perfectly on book 24 in July)	Six volumes. Masnavi_01 and Masnavi_01_text are two files of volume 1 (80 MB vs 105 MB); the '_text' one may carry a text layer — the pdftotext probe decides.	books/incoming-2026-09-11/26_Masnavi_01-saifullah-imtiaz.pdf	79684588	c82df80e2ad202f5352d71b5fd7eacc9c7e09bf6b9a403ebd985147576f4e47a	2026-08-13T11:48:04.517Z
1McUeImnPrMTSzgf1WgdCpvA_ME9Y1w22	Masnavi_02 - saifullah imtiaz.pdf	68771377	pdf	Saifullah Imtiaz	Persian (Rumi's Masnavi) — scan; an Urdu translation may be interleaved		no	no	UTRNet (Persian Naskh transcribed near-perfectly on book 24 in July)	Six volumes. Masnavi_01 and Masnavi_01_text are two files of volume 1 (80 MB vs 105 MB); the '_text' one may carry a text layer — the pdftotext probe decides.	books/incoming-2026-09-11/27_Masnavi_02-saifullah-imtiaz.pdf	68771377	aa235b8f1f64ae899ec0c0d447edb72dd9cd35c75b1c57bc575fb922b66e8740	2026-08-13T11:48:05.630Z
1-MoGde0b5kj64eqWyWwnw8SvTC58bFfj	Masnavi_03 - saifullah imtiaz.pdf	61550056	pdf	Saifullah Imtiaz	Persian (Rumi's Masnavi) — scan; an Urdu translation may be interleaved		no	no	UTRNet (Persian Naskh transcribed near-perfectly on book 24 in July)	Six volumes. Masnavi_01 and Masnavi_01_text are two files of volume 1 (80 MB vs 105 MB); the '_text' one may carry a text layer — the pdftotext probe decides.	books/incoming-2026-09-11/28_Masnavi_03-saifullah-imtiaz.pdf	61550056	36021bd35360b0f4641a973bd75a57fc6a0b849aefe7b813ca35506178d7ca3f	2026-08-13T11:48:06.724Z
1wF4S4x3fJWWk2rB26zg0oaU4l2Oc5N3R	Masnavi_04 - saifullah imtiaz.pdf	50303358	pdf	Saifullah Imtiaz	Persian (Rumi's Masnavi) — scan; an Urdu translation may be interleaved		no	no	UTRNet (Persian Naskh transcribed near-perfectly on book 24 in July)	Six volumes. Masnavi_01 and Masnavi_01_text are two files of volume 1 (80 MB vs 105 MB); the '_text' one may carry a text layer — the pdftotext probe decides.	books/incoming-2026-09-11/29_Masnavi_04-saifullah-imtiaz.pdf	50303358	add063b4f518aee57e01d58d48710d5505412e06735182c56f2cf6de5cf5f383	2026-08-13T11:48:07.827Z
1pZidZh9YBH4sLE-IsEP3NTRxEFBYiMra	Masnavi_05 - saifullah imtiaz.pdf	65843250	pdf	Saifullah Imtiaz	Persian (Rumi's Masnavi) — scan; an Urdu translation may be interleaved		no	no	UTRNet (Persian Naskh transcribed near-perfectly on book 24 in July)	Six volumes. Masnavi_01 and Masnavi_01_text are two files of volume 1 (80 MB vs 105 MB); the '_text' one may carry a text layer — the pdftotext probe decides.	books/incoming-2026-09-11/30_Masnavi_05-saifullah-imtiaz.pdf	65843250	1110d0ec3ab133222227a285fb4285d2ac62be59025889fe1ed777ee4aca2382	2026-08-13T11:48:08.907Z
1TohYqvUr6KSA6zOdAj7jpXmqvpx2FRBX	Masnavi_06 - saifullah imtiaz.pdf	99004993	pdf	Saifullah Imtiaz	Persian (Rumi's Masnavi) — scan; an Urdu translation may be interleaved		no	no	UTRNet (Persian Naskh transcribed near-perfectly on book 24 in July)	Six volumes. Masnavi_01 and Masnavi_01_text are two files of volume 1 (80 MB vs 105 MB); the '_text' one may carry a text layer — the pdftotext probe decides.	books/incoming-2026-09-11/31_Masnavi_06-saifullah-imtiaz.pdf	99004993	562a359315e6a3233f7627070771f4939dcca959b8d382501b1e332f2ae9a957	2026-08-13T11:48:09.974Z
18FL3A3QYu_VLtsVIAYgAWJwAXiyK6Ya9	Masnavi_01_text - saifullah imtiaz.pdf	104565039	pdf	Saifullah Imtiaz	Persian (Rumi's Masnavi) — scan; an Urdu translation may be interleaved		no	no	UTRNet (Persian Naskh transcribed near-perfectly on book 24 in July)	Six volumes. Masnavi_01 and Masnavi_01_text are two files of volume 1 (80 MB vs 105 MB); the '_text' one may carry a text layer — the pdftotext probe decides.	books/incoming-2026-09-11/32_Masnavi_01_text-saifullah-imtiaz.pdf	104565039	aa24c4d59c01e889b91cdb58008d01a0b7ba392c30a1c72d5b5a2caef5faae1f	2026-08-13T11:48:11.141Z
1HOEtLylAPFcrkmL5SfOBZnriOl4qMZjW	[Murty Classical Library of India - Murty Classical Library of India] The Risalo of Shah Abdul Latif_ Sufi Poetry from Sindh{Shah Abdul Latif (author)_ Christopher Shackle (translator)}(2025, Harvard University Press)[10.4159_9780674303751] - Adil Ahsan.pdf	824333	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng		books/incoming-2026-09-11/33_Murty-Classical-Library-of-India-Murty-C.pdf	824333	9e7c42d1592576c314448cb19646fe251a29cac87234e4bb411f9e233c3275f5	2026-08-17T23:16:49.279Z
1avgacvNooyBffw3v_0rXyMyj7gsu_AtU	Carl W. Ernst, Bruce B. Lawrence (auth.) - Sufi Martyrs of Love_ Chishti Sufism in South Asia and Beyond (2002, Palgrave Macmillan) [10.1007_978-1-137-09581-7] - libgen.li - Adil Ahsan.pdf	34734966	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng		books/incoming-2026-09-11/34_Carl-W.-Ernst-Bruce-B.-Lawrence-auth.-Su.pdf	34734966	8ccca15a5957cb08f85b50ed44e44cb47f7039c7579e76711459b8d0771cde8c	2026-08-17T23:16:50.559Z
1aJf2vNcAAWPSoINpWMRR42iM3uBhkn5X	Saiyid Athar Abbas Rizvi - A History of Sufism in India 1 (1978, Munshiram Manoharlal Publishers) - libgen.li - Adil Ahsan.pdf	91922717	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng	Large for a born-digital PDF — probably page images; expect the pdftotext probe to fail and Tesseract (eng) to take it.	books/incoming-2026-09-11/35_Saiyid-Athar-Abbas-Rizvi-A-History-of-Su.pdf	91922717	5aee67b2c0b04315062e7aa4814054cc76a91839b342e373c76700f0d6ccd678	2026-08-17T23:16:51.538Z
1vQiNFiv6YQ0kqOxKvU9WJgDi_JNSZqPT	[Islamic Civilization and Muslim Networks] Scott A. Kugle - Sufis and Saints' Bodies_ Mysticism, Corporeality, and Sacred Power in Islam (2007, University of North Carolina Press) - libgen.li - Adil Ahsan.pdf	21723945	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng		books/incoming-2026-09-11/36_Islamic-Civilization-and-Muslim-Networks.pdf	21723945	935a35c04ac147bc90173aadb4a4abd3fe915f45b98977e332f9eb9c44a2073b	2026-08-17T23:16:52.517Z
1D6cB0SpPqCtxJdxxOt0Mtg1KOvqHqGtv	Regula B Qureshi - Sufi Music of India and Pakistan_ Sound, Context and Meaning in Qawwali (1995, University of Chicago Press) - libgen.li - Adil Ahsan.pdf	24233756	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng	Shares a name token with finished book(s): 01_00529_Tazkirah-Awliya-e-Pakistan_1; 02_00530_Tazkirah-Awliya-e-Pakistan_2 — verified not the same work only where the note above says so.	books/incoming-2026-09-11/37_Regula-B-Qureshi-Sufi-Music-of-India-and.pdf	24233756	36c3bc436bdf34e73678fcf8aea0d160ab785f4fb29fd34fd0f7c7211b1be4a3	2026-08-17T23:16:53.892Z
1880IcdhwrUkMkQO8-8tSbkhPcESZAz4u	H.T. Sorley - Shah Abdul Latif of Bhit [Sindh, Pakistan]_ His Poetry, Life And Times (1967, Oxford University Press) - libgen.li - Adil Ahsan.pdf	12267347	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng	Shares a name token with finished book(s): 01_00529_Tazkirah-Awliya-e-Pakistan_1; 02_00530_Tazkirah-Awliya-e-Pakistan_2 — verified not the same work only where the note above says so.	books/incoming-2026-09-11/38_H.T.-Sorley-Shah-Abdul-Latif-of-Bhit-Sin.pdf	12267347	b73a31dc9496959d0110a70d8162cfc57f7c321833f28689bc27d00a9be2f8cf	2026-08-17T23:16:55.061Z
1MIdN-SNGkzPqoOXw1VEycOU271YqEfy-	Boivin, Michel - The Hindu Sufis of South Asia_ Partition, Shrine Culture and the Sindhis in India (2019, I.B. TAURIS) [10.5040_9781788319584] - libgen.li - Adil Ahsan.pdf	10357331	pdf	Adil Ahsan	English print (academic / literary translation)		no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng		books/incoming-2026-09-11/39_Boivin-Michel-The-Hindu-Sufis-of-South-A.pdf	10357331	bd440bf849c15951028197034a9c65acaf5ae643a386bd000a1f9d2cb5826a43	2026-08-17T23:16:56.096Z
1izCDHloTDmnAq8X7Sl6q1sb6HlELmswr	Bullhe ShÄh_ Taufiq Rafat - Bulleh Shah, A Selection _ Rendered into English Verse (1982, Vanguard Publications) - libgen.li - Adil Ahsan.pdf	8456393	pdf	Adil Ahsan	English print (academic / literary translation)	1ACBUCtUWX3a8ETa5ftjkyp2XiIQvHsDw	no	no	text layer expected (born-digital PDF): ocr_all_books.py extracts it with pdftotext and never OCRs; if the probe fails, run the -english folder with --ocr-engine tesseract --ocr-lang eng	Same byte size and title as an earlier upload — duplicate; download the earlier id only.				2026-08-17T23:42:08.538Z
